headline,short_description,authors,date
Fake It 'Til You Make It,"Please don't. Instead, let me offer you six ways to gain the relationship edge in business and life that don't require you to be a poser.  is what I recommend you do -- seek to help, give, assist, empower, and support.","Darren Hardy, ContributorPublisher/Editor SUCCESS Magazine, Author of The Entrepreneur ...",2014-12-11
5 Reasons Shopping at Walmart Makes You a Scrooge This Holiday Season,"Employing this many workers may make the company seem virtuous and altruistic, but the business model is not a model other companies should emulate.","Linsey Pecikonis, ContributorCommunications Director, Tabletop Strategies",2014-12-10
Why Trendspotting Still Matters: The Power of Looking Forward,"One could see it as archaic. Maybe we no longer need trendspotters, when everything is changing all the time, and when everything else -- branding, marketing, behavior and lifestyle -- can adapt in real time. Trendspotting can be frustrating.","Marian Salzman, ContributorCEO, Havas PR North America",2014-12-09
"Marketers -- When Is ""Who and Why?"" More Important Than ""Where?""","Maybe a day will come when ""Where, Why and Who"" will be one and marketers will be able to apply one solution to solve their problems. However, that doesn't exist yet and we must be creative problem solvers to figure out the best way to open the floodgates.","Scott MacFarland, ContributorChief Content Marketer and Digital Strategist",2014-12-09
5 Exciting Startups to Inspire Any Entrepreneur in 2015,"In 2009, when the Great Recession really got rolling and layoffs were abundant, there was a silver lining. A lot of wannabe entrepreneurs got the kick in the pants they needed to start their business.","Andre Bourque, ContributorEditor Emeritus, Technorati & Tech Evangelist Covering High Gr...",2014-12-08
Did Black Friday Boycotts Have An Impact?,,,2014-12-07
Why Facebook and Twitter Alone Can't Build Brands,"Too many businesses lunge toward the latest app or social media stunt without considering their identity as a brand, and how their media strategy works. In the process, consumers end up confused and detached.","Tom Doctoroff, ContributorBrand advocate, corporate leader, Chinese consumer expert",2014-12-07
Women in Business Q&A: Katherine Jetter,Katherine enjoys the creative vibe of the city as well as the expansive and endless vistas of the New Mexico landscape creating an inspiring and positive influence on her collection and one of a kind commissions,"Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2014-12-06
An Equestrian Way to Mindfulness,"Whenever I ride adopting this body and soul approach, I forget about the rest of the things going on around me, and I experience a unique horse-rider performance and adventure. It is a mindful practice, in which the horse and I are in the present moment.","Federico Foli, ContributorA global thinker and a thought leader in technology and mindfu...",2014-12-06
How Big Companies Can Accelerate Innovation,"Almost every large company understands that it needs to deal with ever-increasing external threats by continually innovating. To ensure their survival and growth, corporations need to keep inventing new business models. This challenge requires new organizational structures and skills.","Vala Afshar, ContributorChief Digital Evangelist, Salesforce",2014-12-06
The Best Run States In America,,,2014-12-06
Neutron CEO Tells Customers That Republic Report Stories Are False; Ex-Employees Disagree,"I have repeatedly sought comment from Caffee and his co-founder, Shaun Ritchie, including after reading Caffee's letter, and they have not responded.","David Halperin, ContributorAttorney, advocate, writer at RepublicReport.org",2014-12-05
"Uber's Value Just Doubled To $40 Billion In 6 Months (Sorry, Haters)",,Mark Gongloff,2014-12-04
Walmart Pulls 'I Can't Breathe' Ad After Eric Garner Decision,,Emily Cohn,2014-12-04
"Content Marketing Must Evolve to Marketing Content, or Else","For the last five years or so, a tidal wave of inbound and content marketing adoption has roared through the marketing community. The digital ministry of propaganda (people like me) has helped fuel the adoption rush.","Chad Pollitt, ContributorFmr. US Army Commander; VP of Audience, Relevance; Marketing F...",2014-12-03
"Putting Calorie Counts On Fast Food Menus Won't Make People Eat Less, Experts Say",,Jillian Berman,2014-12-02
"In Defense of College: What Peter Thiel Gets Wrong, Once Again","The reality is that we are no longer preparing our children to work in factories; we are readying them for today's knowledge-based economy. This requires mastery of a wide assortment of technical skills, ability to work in groups, and continual learning.","Vivek Wadhwa, ContributorAcademic, Researcher, Writer, Entrepreneur",2014-12-02
Coke Is Going To Try And Sell You Milk,,Jillian Berman,2014-12-01
In the Trenches on Black Friday,"Only Sunday escapes without a retail handle. But you can bet your bottom dollar it won't be a day of rest for retailers. The relentless run continues towards Christmas and beyond, as merchants race to extract as many dollars from consumers as possible and keep their stakeholders happy.","Jon Bird, ContributorGlobal MD for LabStore, Y&R's retail & shopper marketing agenc...",2014-11-30
Elite Daily's 25-Year-Old CEO: How He Got Zero to 40 Million Users in Two Years,"So how does David, CEO of Elite Daily, and his team do it? In a recent interview with Arabov, gives some insight as to the secret sauce of Elite Daily.","Caroline Pugh, ContributorChief of Staff, NavHealth",2014-11-29
"Women in Business Q&A: Loretta Jones, VP Marketing, Insightly","With more than 15 years of experience in marketing, including marketing strategy, communications and lead generation, Loretta has grown marketing programs for both SMB and enterprise customers at Coveo, Adobe EchoSign and several other companies.","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2014-11-29
"As Bricks and Clicks Merge, Geeks Are Discovering Politics","America's statutes, policies and regulations (Laws) are designed for a non-digital world -- a world where a taxi was something you hailed on the street, not by clicking a smartphone app. The world of Bricks (i.e., the older traditional economy) and Clicks (i.e, the newer tech-fueled economy) are merging.","Steven Strauss, ContributorJohn L. Weinberg/Goldman Sachs & Co. Visiting Professor at Pri...",2014-11-28
Focus On Profits Is Not Enough For A Great Business,"It's a lot more productive and a lot less risky to start early in building your record of the positives on social, environmental, and people responsibility, rather than wait and hope never to be caught in an excessive profits scandal, child labor issue, or poor sustainability practice.","Marty Zwilling, ContributorVeteran Start-up Mentor; Executive",2014-11-28
Picking Experts and the Quest for Great Weight Loss  Surgery,"The best way to have a successful weight loss surgery is to treat it like a business project. I have definite goals, measurements, objectives, benchmarks, time frames and a vision on where I want to be within a year.","Don McNay, ContributorBest selling lottery and structured settlement expert",2014-11-28
5 Terrifying Things About Black Friday,"At Silk we often create visualizations from data. Recently my colleague at Silk, Alice Corona, analyzed Black Friday mayhem data, then transformed it into some eye-opening visualizations.","Kyle McCarthy, ContributorKyle writes about politics, tech for good, and business ethics...",2014-11-28
